施設名,パートナー,所在地,カテゴリ,金額,金額（税抜・万円/年）,状況,住所,GoogleMap,GoogleマップURL,経度,緯度,契約期間（年）,契約期間(詳細）,掲載元URL,備考,,,,,,,,
枚方市【中央図書館自学自習コーナー】（愛称：昌栄工務店中央図書館自学自習コーナー）,株式会社昌栄工務店,大阪府,教育施設等,年額3万円（税抜）,3,契約期間中,大阪府枚方市大垣内町2-1-20,地図を見る,https://www.google.co.jp/maps/search/大阪府枚方市大垣内町2-1-20,135.6512782,34.8147298,5,5年（2024年4月1日～2029年3月31日）,https://www.city.hirakata.osaka.jp/0000034575.html,枚方市市有資産民間提案制度・ネーミングライツに関する新着情報がある場合、メールによる情報配信（不定期）を実施,,,,,,,,
東大阪市【俊徳道駅前交通広場】（愛称：東大阪市×鳥貴族うぬぼれ俊徳道駅前交通広場),株式会社エターナルホスピタリティジャパン,大阪府,公園・屋外空間,年額34万円（税抜）,34,契約期間中,大阪府東大阪市荒川2-70(俊徳道駅住所）,地図を見る,https://www.google.co.jp/maps/search/大阪府東大阪市荒川2-70(俊徳道駅住所）,135.5718669,34.6583781,3,3年（2026年1月1日～2028年12月31日）,https://www.city.higashiosaka.lg.jp/0000043334.html,"正式愛称：”東大阪市から世界の焼鳥屋へ"" 東大阪市×鳥貴族うぬぼれ俊徳道駅前交通広場",,,,,,,,
東大阪市【東大阪市文化創造館 大ホール】（愛称：DreamHouse大ホール）,大阪ホーム販売株式会社,大阪府,文化交流施設,年額500万円（税抜）,500,契約期間中,大阪府東大阪市御厨南2-3-4,地図を見る,https://www.google.co.jp/maps/search/大阪府東大阪市御厨南2-3-4,135.5895177,34.6658892,5,5年（2024年4月1日～2029年3月31日）,https://www.city.higashiosaka.lg.jp/0000037417.html,2019年4月4日からの更新,,,,,,,,
東大阪市【東大阪市文化創造館 小ホール】（愛称：ジャトーハーモニー小ホール）,ジャトー株式会社,大阪府,文化交流施設,年額100万円（税抜）,100,契約期間中,大阪府東大阪市御厨南2-3-4,地図を見る,https://www.google.co.jp/maps/search/大阪府東大阪市御厨南2-3-4,135.5895177,34.6658892,5,5年（2024年4月1日～2029年3月31日）,https://www.city.higashiosaka.lg.jp/0000037417.html,2019年4月4日からの更新,,,,,,,,
姫路市【姫路市立ひめじスーパーアリーナ】（愛称：大和工業アリーナ姫路）,大和工業株式会社,兵庫県,スポーツ施設,"年額16,363,636円（税抜）",1637,契約期間中,兵庫県姫路市西延末450,地図を見る,https://www.google.co.jp/maps/search/兵庫県姫路市西延末450,134.6736208,34.8243452,5.33,5年4か月（2025年12月1日～2031年3月31日）,https://www.city.himeji.lg.jp/sangyo/0000030823.html,応募10者の審査結果公表,,,,,,,,
姫路市【姫路みなとドーム】（愛称：KD姫路みなとドーム）,小林電工株式会社,兵庫県,スポーツ施設,非公表,,契約期間中,兵庫県姫路市飾磨区細江1228-2,地図を見る,https://www.google.co.jp/maps/search/兵庫県姫路市飾磨区細江1228-2,134.6638914,34.7875393,5,5年（2024年4月1日～2029年3月31日）,https://www.city.himeji.lg.jp/sangyo/0000006051.html,なし,,,,,,,,
明石市【明石錦江歩道橋】（愛称：うおんたな歩道橋）,魚の棚西商店街振興組合・魚の棚東商店街振興組合,兵庫県,交通・インフラ,"年額198,000円（税抜）",20,契約期間中,兵庫県明石市大明石町1丁目,地図を見る,https://www.google.co.jp/maps/search/兵庫県明石市大明石町1丁目,134.9924224,34.6488067,3,3年（2026年2月1日～2029年1月31日）,https://www.city.akashi.lg.jp/zaimu/kenzenka_shitsu/namingrights.html,なし,,,,,,,,
西宮市【西宮浜総合公園（多目的人工芝グラウンド）】（愛称：ベイコムフィールド）,株式会社ベイ・コミュニケーションズ,兵庫県,スポーツ施設,年額80万円（税抜）,80,契約期間中,兵庫県西宮市西宮浜3丁目,地図を見る,https://www.google.co.jp/maps/search/兵庫県西宮市西宮浜3丁目,135.3287271,34.7189976,5,5年（2023年4月1日～2028年3月31日）,https://www.nishi.or.jp/jigyoshajoho/shinokokokujigyo/seidogaiyo/namingrights.html,なし,,,,,,,,
西宮市【西宮浜総合公園（バスケットボール広場）】（愛称：EPIC DREAM COURT）,株式会社EPIC DREAM,兵庫県,スポーツ施設,"年額209,091円（税抜）",21,契約期間中,兵庫県西宮市西宮浜3丁目,地図を見る,https://www.google.co.jp/maps/search/兵庫県西宮市西宮浜3丁目,135.3287271,34.7189976,5,5年（2023年4月1日～2028年3月31日）,https://www.nishi.or.jp/jigyoshajoho/shinokokokujigyo/seidogaiyo/namingrights.html,なし,,,,,,,,
西宮市【西宮浜総合公園（人工芝広場）】（愛称：コモンズ・スポーツスクエア）,有限会社コモンズ,兵庫県,スポーツ施設,"年額409,091円（税抜）",41,契約期間中,兵庫県西宮市西宮浜3丁目,地図を見る,https://www.google.co.jp/maps/search/兵庫県西宮市西宮浜3丁目,135.3287271,34.7189976,4,4年（2024年4月1日～2028年3月31日）,https://www.nishi.or.jp/jigyoshajoho/shinokokokujigyo/seidogaiyo/namingrights.html,なし,,,,,,,,
西宮市【西宮市民会館（ホール）】（愛称：アミティ・ベイコムホール）,株式会社ベイ・コミュニケーションズ,兵庫県,文化交流施設,"年額1,363,636円（税抜）",137,契約期間中,兵庫県西宮市六湛寺町10-11,地図を見る,https://www.google.co.jp/maps/search/兵庫県西宮市六湛寺町10-11,135.3415696,34.7370734,3,3年（2024年4月1日～2027年3月31日）,https://www.nishi.or.jp/jigyoshajoho/shinokokokujigyo/seidogaiyo/namingrights.html,なし,,,,,,,,
奈良市【奈良市鴻ノ池運動公園】（愛称：ロート奈良鴻ノ池パーク）,ロート製薬株式会社,奈良県,公園・屋外空間,"年額16,363,636円（税抜）",1637,契約期間中,奈良県奈良市法蓮佐保山四丁目1516-1,地図を見る,https://www.google.co.jp/maps/search/奈良県奈良市法蓮佐保山四丁目1516-1,135.8291599,34.6971484,10,10年（2026年4月1日～2036年3月31日）,https://www.city.nara.lg.jp/soshiki/22/260997.html,公園内各スポーツ施設（11施設）の愛称を付与 ・奈良市鴻ノ池陸上競技場 愛称：ロートフィールド奈良 ・奈良市中央体育館 愛称：ロートアリーナ奈良 ・奈良市鴻ノ池球場 愛称：ロートスタジアム奈良 ・奈良市鴻ノ池コート 愛称：ロート奈良テニスコート ・奈良市中央第二体育館 愛称：ロート第二アリーナ奈良 ・奈良市中央武道場 愛称：ロート奈良武道場 ・奈良市中央第二武道場 愛称：ロート奈良第二武道場 ・奈良市弓道場 愛称：ロート奈良弓道場 ・奈良市鴻ノ池相撲場 愛称：ロート奈良相撲場 ・奈良市鴻ノ池スケートボードパーク 愛称：ロートスケートボードパーク奈良 ・奈良市鴻ノ池ランニングステーション 愛称：ロートランステーション奈良,,,,,,,,
和歌山市【和歌山市東部コミュニティセンター】（愛称：紀の国住宅東部コミュニティセンター）,紀の国住宅株式会社,和歌山県,文化交流施設,年額35万円（税抜）,35,契約期間中,和歌山県和歌山市寺内665,地図を見る,https://www.google.co.jp/maps/search/和歌山県和歌山市寺内665,135.2269801,34.2061182,3,3年（2024年4月1日～2027年3月31日）,https://www.city.wakayama.wakayama.jp/kurashi/gakkou_kyouiku/1001121/1055210.html,なし,,,,,,,,
和歌山市【和歌山市河南コミュニティセンター】（愛称：紀の国住宅河南コミュニティセンター）,紀の国住宅株式会社,和歌山県,文化交流施設,年額35万円（税抜）,35,契約期間中,和歌山県和歌山市布施屋41,地図を見る,https://www.google.co.jp/maps/search/和歌山県和歌山市布施屋41,135.2600719,34.2416442,3,3年（2024年4月1日～2027年3月31日）,https://www.city.wakayama.wakayama.jp/kurashi/gakkou_kyouiku/1001121/1055210.html,なし,,,,,,,,
和歌山市【和歌山市河西コミュニティセンター】（愛称：紀の国住宅河西コミュニティセンター）,紀の国住宅株式会社,和歌山県,文化交流施設,年額35万円（税抜）,35,契約期間中,和歌山県和歌山市松江北2丁目20-7,地図を見る,https://www.google.co.jp/maps/search/和歌山県和歌山市松江北2丁目20-7,135.134469,34.2493887,3,3年（2024年4月1日～2027年3月31日）,https://www.city.wakayama.wakayama.jp/kurashi/gakkou_kyouiku/1001121/1055210.html,なし,,,,,,,,
和歌山市【和歌山市河北コミュニティセンター】（愛称：マルコーホーム 河北コミュニティセンター）,株式会社マルコーホーム,和歌山県,文化交流施設,年額46万円（税抜）,46,契約期間中,和歌山県和歌山市市小路192-3,地図を見る,https://www.google.co.jp/maps/search/和歌山県和歌山市市小路192-3,135.1634578,34.2544355,3,3年（2024年4月1日～2027年3月31日）,https://www.city.wakayama.wakayama.jp/kurashi/gakkou_kyouiku/1001121/1055210.html,なし,,,,,,,,
和歌山市【和歌山市中央コミュニティセンター】（愛称：マルコーホーム 中央コミュニティセンター）,株式会社マルコーホーム,和歌山県,文化交流施設,年額102万円（税抜）,102,契約期間中,和歌山県和歌山市三沢町1丁目2,地図を見る,https://www.google.co.jp/maps/search/和歌山県和歌山市三沢町1丁目2,135.1837009,34.2233101,3,3年（2024年4月1日～2027年3月31日）,https://www.city.wakayama.wakayama.jp/kurashi/gakkou_kyouiku/1001121/1055210.html,なし,,,,,,,,
和歌山市【和歌山市南コミュニティセンター】（愛称：紀の国住宅南コミュニティセンター）,紀の国住宅株式会社,和歌山県,文化交流施設,年額35万円（税抜）,35,契約期間中,和歌山県和歌山市紀三井寺856,地図を見る,https://www.google.co.jp/maps/search/和歌山県和歌山市紀三井寺856,135.1852244,34.1855995,3,3年（2024年4月1日～2027年3月31日）,https://www.city.wakayama.wakayama.jp/kurashi/gakkou_kyouiku/1001121/1055210.html,なし,,,,,,,,
鳥取市【鳥取市営サッカー場】（愛称：Axisバードスタジアム）,アクシスITパートナーズ株式会社,鳥取県,スポーツ施設,年額500万円（税抜）,500,契約期間中,鳥取県鳥取市蔵田423,地図を見る,https://www.google.co.jp/maps/search/鳥取県鳥取市蔵田423,134.2211515,35.4583391,3,3年（2025年4月1日～2028年3月31日）,https://www.city.tottori.lg.jp/page/6172.html,契約更新（2008年～）,,,,,,,,
松江市【市道鉄道北沿線】（愛称：シャミネやくもロード）,JR西日本山陰開発株式会社,島根県,交通・インフラ,年額30万円（税抜）,30,契約期間中,島根県松江市朝日町472-2(松江駅）,地図を見る,https://www.google.co.jp/maps/search/島根県松江市朝日町472-2(松江駅）,133.0648868,35.4642612,4.67,4年8カ月（2025年8月1日～2030年3月31日）,https://www.city.matsue.lg.jp/soshikikarasagasu/toshiseibibu_kensetsusomuka/kaihatsu_toshikeikaku/1/23514.html,なし,,,,,,,,
松江市【松江市総合文化センター】（愛称：さんびる文化センタープラバホール）,株式会社さんびる,島根県,文化交流施設,"年額2,727,273円（税抜）",273,契約期間中,島根県松江市西津田町6-5-44,地図を見る,https://www.google.co.jp/maps/search/島根県松江市西津田町6-5-44,133.0689626,35.4581057,3,3年（2024年4月1日～2027年3月31日）,https://www.city.matsue.lg.jp/soshikikarasagasu/kyoikuiinkai_shogaigakushuka/shogaigakushu_kominkan/16870.html,なし,,,,,,,,
呉市【呉市総合体育館(オークアリーナ)】（愛称：シシンヨーオークアリーナ）,広島市信用組合,広島県,スポーツ施設,年額200万円（税抜）,200,契約期間中,広島県呉市広大新開1-7-1,地図を見る,https://www.google.co.jp/maps/search/広島県呉市広大新開1-7-1,132.6265562,34.2324099,5,5年（2024年4月1日～2029年3月31日）,https://www.city.kure.lg.jp/soshiki/36/namingrights-list.html,契約更新,,,,,,,,
呉市【呉市営プール（隣接多目的広場を含む）】（愛称：シシンヨーアクアパーク）,広島市信用組合,広島県,スポーツ施設,年額150万円（税抜）,150,契約期間中,広島県呉市広古新開2-1-6,地図を見る,https://www.google.co.jp/maps/search/広島県呉市広古新開2-1-6,132.6139679,34.2325428,5,5年（2024年4月1日～2029年3月31日）,https://www.city.kure.lg.jp/soshiki/36/namingrights-list.html,なし,,,,,,,,
呉市【呉市体育館】（愛称：ＩＨＩアリーナ呉）,株式会社ＩＨＩ,広島県,スポーツ施設,年額100万円（税抜）,100,契約期間中,広島県呉市中央4-1-1,地図を見る,https://www.google.co.jp/maps/search/広島県呉市中央4-1-1,132.5647473,34.2492444,5,5年（2024年4月1日～2029年3月31日）,https://www.city.kure.lg.jp/soshiki/36/namingrights-list.html,契約更新,,,,,,,,
